2017-06-06 15:12:06%*2%*a3dc04d876c611e6b8db00163e006499
2017-05-11 16:10:35%*2%*a550d920608611e69e0300163e006499
2017-04-27 13:40:08%*3%*EB6E6AA43DF94F4BAB3D229286F090BB
2017-06-14 15:30:54%*1%*b53de48476c711e6b8db00163e006499
2017-06-19 15:03:39%*2%*f75297dc6acb11e6bf9200163e006499
2017-04-25 13:47:25%*4%*cd90ddfc76bd11e6b8db00163e006499
2017-05-08 15:16:57%*2%*68f7ce1276b511e6b8db00163e006499
2017-05-10 10:08:00%*4%*9dd53614608611e69e0300163e006499
2017-05-09 14:15:30%*3%*69d01158608211e69e0300163e006499
2017-05-22 10:52:27%*4%*8f919a7676ce11e6b8db00163e006499
2017-04-20 11:31:44%*2%*7C07CD874BAF4D1B94A1422BAA327E6C
2017-04-20 16:59:56%*4%*9167d7186a0b11e696fb00163e006499
2017-05-27 16:26:17%*4%*15f9c1ce609011e69e0300163e006499
2017-04-25 13:48:19%*2%*A57C427C980D4387A84545BB72606BD0
2017-05-27 10:17:16%*3%*c4702bbe76cd11e6b8db00163e006499
2017-04-26 09:39:26%*2%*4a8d41c276ac11e6b8db00163e006499
2017-04-14 08:44:47%*1%*6de3535a608611e69e0300163e006499
2017-04-14 11:34:40%*4%*99e7412a76af11e6b8db00163e006499
2017-06-13 11:55:11%*2%*d1fd1836609411e69e0300163e006499
2017-04-28 15:01:43%*2%*e1c7c68a609911e69e0300163e006499
2017-05-05 14:41:56%*2%*C8000EBD1B6148939DCE8E4CB994C820
2017-04-28 09:35:17%*2%*29AEEAA320F243B5B5488F0962ECD1C0
2017-05-25 17:09:45%*2%*b48f8c6c608411e69e0300163e006499
2017-06-19 09:55:31%*2%*0e1b7f9276c011e6b8db00163e006499
2017-05-12 10:26:17%*3%*b81be27a76ca11e6b8db00163e006499
2017-06-07 15:31:50%*4%*c4c025ea703f11e69ee600163e006499
2017-05-19 16:05:06%*3%*A5BD6A08048F44D6972E56379EDD00D8
2017-05-26 16:12:32%*2%*BD8CA41A274D48988748B9A5AE13AC35
2017-06-19 15:26:06%*2%*1db303da76d911e6b8db00163e006499
2017-05-18 16:53:18%*2%*b9a53686711211e6be7000163e006499
2017-05-12 15:26:30%*3%*B5CB0993C8E149E7ABB077E0925DF8DC
2017-05-15 17:44:35%*4%*ac5b087669f011e696fb00163e006499
2017-05-23 15:38:39%*3%*6c3a3ccc76c911e6b8db00163e006499
2017-06-02 09:57:30%*4%*e0d23fac6bc111e696a500163e006499
2017-05-25 10:26:09%*4%*b82cf1f676b011e6b8db00163e006499
2017-04-18 09:40:14%*3%*18617de86ad711e6bf9200163e006499
2017-05-15 09:24:50%*2%*AE7A3905504D44A294AD568657CDD4B9
2017-05-11 15:52:17%*2%*99DAAFE3ECF5452E9F4380E0606B6AA0
2017-05-12 11:41:23%*2%*e708615c76b711e6b8db00163e006499
2017-04-14 14:59:47%*3%*128a57586ad911e6bf9200163e006499
