2017-06-23 09:37:14%*2%*D093B9E3BD6845D5B5ACC32DC279F052
2017-06-23 16:11:40%*2%*fb2f053676d111e6b8db00163e006499
2017-06-23 13:24:15%*2%*c2a75b9476c911e6b8db00163e006499
2017-06-28 15:04:21%*4%*37b7b6de76d111e6b8db00163e006499
2017-06-27 10:27:10%*2%*844C91C62A7644E3A43988261FB9FDCE
2017-07-19 17:23:17%*2%*b2e63e90a26c11e68ff800163e006499
2017-06-28 17:31:38%*2%*B6BF1B188EC94F3286CF712EA26B3FC0
2017-06-29 08:48:17%*2%*3ea749ee76c411e6b8db00163e006499
2017-06-23 14:21:24%*2%*ac1ddf3e76be11e6b8db00163e006499
2017-06-22 10:45:19%*4%*46276b8a76b111e6b8db00163e006499
2017-06-22 16:07:04%*2%*2982970c76cf11e6b8db00163e006499
2017-06-29 09:19:36%*None%*107dc02609bc11e79beb00163e006499
2017-06-26 16:45:02%*2%*13cd3142609011e69e0300163e006499
2017-06-28 16:37:56%*2%*d321dd8a76d011e6b8db00163e006499
2017-06-26 10:58:25%*4%*b26f210c76c511e6b8db00163e006499
2017-06-28 16:36:15%*2%*D77DAC1F43FC489C98961DB3F9EB441F
2017-06-26 16:50:03%*2%*cea9bdd276b111e6b8db00163e006499
2017-06-22 12:42:45%*2%*A98E2B3E3F2246128F64A88A99074E51
2017-06-26 13:22:00%*2%*de45ad62068c11e7aa0700163e006499
2017-06-21 11:13:42%*2%*A3801941C92049D3BFA93B465EABEEC2
2017-06-23 10:23:56%*4%*C3F0E725D8874B078C7F1F7BCCBEBCC3
2017-06-23 13:43:53%*3%*768921c276ae11e6b8db00163e006499
2017-06-27 09:10:37%*2%*7A9C5F5466184E109A638016EA2BD3CF
2017-06-26 16:20:02%*2%*17b77bba76d811e6b8db00163e006499
2017-06-27 14:54:56%*4%*257CD79379AB4C13BEBCB94B25C40ADE
2017-06-26 17:13:16%*2%*9d0765ac051011e7aee700163e006499
2017-06-22 12:40:04%*4%*B448B2A51BA140EEB02FA52BF889772A
2017-06-26 10:54:45%*2%*4D1BE817374D4AEB81AAB11B3677DCDF
2017-06-26 08:33:58%*2%*4f03703676a811e6b8db00163e006499
2017-06-28 10:57:06%*4%*cec0c03476cc11e6b8db00163e006499
2017-06-29 11:00:42%*2%*1979686a76d211e6b8db00163e006499
2017-06-26 14:26:02%*2%*727A5A8B0FBE4FF39F3ACAC0E964B59D
2017-06-28 16:34:47%*2%*D29CD39A42864A28A8C32F4EB90FD032
