2017-07-26 17:47:35%*2%*31e8abf06c3b11e696a500163e006499
2017-07-27 17:15:14%*2%*4a800cdc6aea11e6bf9200163e006499
2017-07-26 11:17:22%*2%*caa118b06a0511e696fb00163e006499
2017-07-10 19:07:45%*4%*bacc75826bb411e696a500163e006499
2017-06-30 19:21:43%*2%*7c977b446c0a11e696a500163e006499
2017-08-04 15:32:29%*2%*5a01f05a6bec11e696a500163e006499
2017-07-04 09:23:05%*4%*de4c94186ad011e6bf9200163e006499
2017-07-06 17:57:54%*2%*a41af3fe6beb11e696a500163e006499
2017-07-05 14:17:25%*4%*b68fcef46a1211e696fb00163e006499
2017-07-12 18:08:26%*2%*b934d40c69ee11e696fb00163e006499
2017-07-21 16:45:28%*4%*4af4a6366bfe11e696a500163e006499
2017-06-30 15:29:34%*3%*afac02e00a7311e795fa00163e006499
2017-07-27 16:12:34%*4%*4092fb326c2311e696a500163e006499
2017-08-07 11:52:39%*2%*bed89caa6bf011e696a500163e006499
2017-08-02 12:01:54%*4%*7338ad9808e511e798f000163e006499
2017-07-07 14:10:17%*2%*430cf8c86be611e696a500163e006499
2017-07-11 18:12:40%*2%*8846cb6808d411e7923b00163e006499
2017-07-11 18:01:19%*2%*bd0e0bfe6ac311e6bf9200163e006499
2017-08-03 17:51:10%*2%*bef57c1e08d811e7923b00163e006499
2017-07-13 17:08:25%*2%*3124FAA16737427596FAE1CE7EC3E803
2017-08-07 11:19:41%*2%*8e21bcca6c4211e696a500163e006499
2017-08-03 16:37:09%*4%*af0df2f66a6b11e696fb00163e006499
2017-07-05 17:53:51%*3%*b843cf626c1e11e696a500163e006499
2017-07-11 18:02:42%*2%*cc468c7e6c2411e696a500163e006499
2017-08-02 17:33:02%*2%*26FB40E6BE3F4EC29D34A1CAD75F0B51
2017-07-25 17:47:00%*4%*ba881ebc6bfc11e696a500163e006499
2017-08-03 09:52:17%*4%*F2A5018F264B4C2587FA9863B14BD141
2017-08-03 16:38:47%*4%*2f9226046a0311e696fb00163e006499
2017-07-31 15:35:20%*2%*9964f4cc6a1111e696fb00163e006499
2017-07-21 16:33:30%*2%*8390ad8e6bc011e696a500163e006499
2017-07-19 09:44:30%*2%*2514854c6c1e11e696a500163e006499
2017-07-06 18:00:45%*2%*17e6b6c86a1711e696fb00163e006499
