2016-09-08 17:32:56%*3%*c9005c76608411e69e0300163e006499
2016-11-04 17:23:09%*1%*2d64353a6a6111e696fb00163e006499
2016-09-08 16:07:06%*3%*ff2caecc608311e69e0300163e006499
2016-11-04 17:08:07%*4%*15c53dc469ef11e696fb00163e006499
2016-09-08 14:20:49%*4%*c9d9835a609011e69e0300163e006499
2016-09-08 17:21:59%*4%*18c0f5c0609611e69e0300163e006499
2016-09-28 10:11:13%*4%*7cabbd6e608611e69e0300163e006499
2016-09-02 18:09:31%*3%*1c0d8682609411e69e0300163e006499
2016-09-28 09:52:29%*1%*cd330658608a11e69e0300163e006499
2016-09-02 18:23:11%*3%*5e0545c0609411e69e0300163e006499
2016-09-08 17:56:08%*1%*d6be866e608711e69e0300163e006499
2016-10-08 15:22:21%*2%*eb740558608611e69e0300163e006499
2016-09-02 17:59:21%*1%*3206b218608c11e69e0300163e006499
2016-09-28 10:04:34%*3%*73eb696c608c11e69e0300163e006499
2016-09-08 17:54:00%*1%*136b6256608511e69e0300163e006499
2016-09-02 17:57:52%*1%*6882f820609011e69e0300163e006499
2016-09-08 17:47:14%*3%*7f3a7954608f11e69e0300163e006499
2016-10-08 14:51:34%*1%*e5f2e21a609b11e69e0300163e006499
2016-09-08 17:31:01%*3%*c4cea50c609a11e69e0300163e006499
2016-09-08 18:06:08%*3%*2af504a4609411e69e0300163e006499
2016-09-08 17:48:38%*1%*08c1df4c609e11e69e0300163e006499
2016-10-08 16:36:17%*1%*4263db66608411e69e0300163e006499
2016-09-02 15:29:33%*1%*81c1bb4e608d11e69e0300163e006499
2016-09-02 15:33:05%*1%*bc99e8de609411e69e0300163e006499
2016-09-08 17:58:49%*1%*9ade9602608211e69e0300163e006499
2016-09-08 17:53:23%*1%*b793173a608e11e69e0300163e006499
2016-09-02 18:05:16%*1%*ec63aadc609411e69e0300163e006499
2016-10-08 16:17:47%*3%*5a43f5e6609c11e69e0300163e006499
2016-09-08 17:27:11%*3%*dbeb0044608311e69e0300163e006499
2016-11-04 16:23:48%*1%*6294c6486bfb11e696a500163e006499
2016-10-08 10:18:48%*3%*a64a747a608c11e69e0300163e006499
2016-09-02 18:08:54%*3%*6de7fa10608411e69e0300163e006499
2016-09-08 17:38:08%*3%*937ecbea609e11e69e0300163e006499
2016-09-06 10:56:04%*4%*6a7d1f12608511e69e0300163e006499
2016-09-02 18:01:10%*1%*d6503d90608611e69e0300163e006499
2016-09-08 15:17:45%*1%*d1e7596e608111e69e0300163e006499
2016-10-08 15:29:04%*4%*d39f6358608811e69e0300163e006499
2016-09-08 17:41:13%*1%*b64a9536608b11e69e0300163e006499
2016-11-04 17:06:11%*1%*4ff171cc6c1811e696a500163e006499
2016-09-02 17:13:51%*1%*e74122c2609511e69e0300163e006499
2016-09-08 17:50:40%*3%*51c81d6c608211e69e0300163e006499
2016-09-02 15:11:27%*4%*4b5c437e608f11e69e0300163e006499
2016-09-08 18:01:47%*1%*697176fc608711e69e0300163e006499
2016-09-08 17:41:44%*1%*4490f1dc609b11e69e0300163e006499
2016-11-08 09:43:22%*1%*eb336c106ac611e6bf9200163e006499
2016-11-08 09:47:53%*1%*ab2ffd026bef11e696a500163e006499
2016-09-08 17:40:28%*1%*a64e52a8608b11e69e0300163e006499
2016-09-02 18:21:03%*3%*1a32a3e8609311e69e0300163e006499
2016-09-05 15:33:04%*1%*ecf4ef4c608f11e69e0300163e006499
2016-09-08 17:31:33%*3%*99c68e8e608511e69e0300163e006499
2016-11-04 15:52:58%*4%*c308785c6a1211e696fb00163e006499
2016-09-02 17:16:45%*3%*f8793568609d11e69e0300163e006499
2016-10-08 17:10:32%*4%*137ec96a608d11e69e0300163e006499
2016-09-02 14:01:55%*2%*004b6d40608711e69e0300163e006499
2016-09-08 10:29:18%*3%*ae2f554c608811e69e0300163e006499
