2017-07-27 11:17:57%*2%*bf72dede050411e7a28900163e006499
2017-07-26 14:18:58%*2%*0182c8926bb411e696a500163e006499
2017-07-28 14:32:30%*2%*e3f53b726c0111e696a500163e006499
2017-07-24 14:43:49%*4%*a473ccc26c2c11e696a500163e006499
2017-07-26 10:55:11%*2%*e45c36906bea11e696a500163e006499
2017-07-28 15:15:31%*2%*e23555406bf911e696a500163e006499
2017-08-01 09:48:51%*4%*0676adc86bd211e696a500163e006499
2017-08-02 10:19:17%*4%*d34063b26ac911e6bf9200163e006499
2017-07-25 14:38:14%*2%*96d5b280a27611e6ac1800163e006499
2017-08-04 09:44:57%*4%*f885b4006bd811e696a500163e006499
2017-08-03 14:28:23%*2%*2303f0c86bd111e696a500163e006499
2017-07-28 11:13:08%*2%*423c1db66c2211e696a500163e006499
2017-07-24 10:12:51%*4%*dfe0a1866a4211e696fb00163e006499
2017-07-24 11:10:55%*4%*d1ae53a86bad11e696a500163e006499
2017-07-19 11:32:32%*4%*95952e326bc611e696a500163e006499
2017-07-26 10:55:41%*4%*7d910ef26aed11e6bf9200163e006499
2017-08-01 15:21:52%*2%*dfc253e86a4211e696fb00163e006499
2017-07-24 11:14:06%*4%*cb72a9b86c0111e696a500163e006499
2017-08-01 15:22:45%*2%*5e3fae3c6ae811e6bf9200163e006499
2017-07-24 17:16:00%*2%*ced6bee66c0111e696a500163e006499
2017-07-18 14:14:29%*4%*48E1C9D0F14A4FBFBA7BF59E238977F5
2017-08-02 11:03:44%*4%*d1d96b206c0111e696a500163e006499
2017-08-01 10:58:56%*4%*d549f4ae6bad11e696a500163e006499
2017-08-02 11:22:48%*3%*cacdf08a6c0111e696a500163e006499
2017-08-02 09:36:09%*4%*c9b7b51e6bbb11e696a500163e006499
2017-07-24 14:40:51%*2%*6f6664aa6ac811e6bf9200163e006499
2017-07-25 10:32:36%*None%*A6378CC162B648AC80BD8AB7032CE310
2017-07-27 13:57:19%*4%*9B7EFFE50B444FDEBA43D2C7486A65D8
2017-08-03 14:07:51%*2%*63F0CCE0B82F48B4A39AFBFCBF957C6C
2017-07-28 15:17:22%*2%*9d67f8fc6bcf11e696a500163e006499
2017-07-26 09:06:53%*4%*5073b0446c3411e696a500163e006499
2017-07-19 14:08:04%*4%*b1947c826bda11e696a500163e006499
2017-08-07 09:40:55%*2%*2ffb704e6afa11e6bf9200163e006499
2017-07-31 09:32:13%*4%*e79505946bc211e696a500163e006499
2017-08-04 09:25:30%*4%*f8e0ea206c3f11e696a500163e006499
2017-08-01 11:27:38%*2%*195816406bb211e696a500163e006499
2017-07-19 14:51:20%*4%*e67363906bea11e696a500163e006499
2017-07-31 11:29:23%*4%*5cd35a366bdc11e696a500163e006499
2017-07-24 10:17:46%*2%*dad690206bf911e696a500163e006499
2017-08-03 10:45:41%*2%*6ac186ae6c1811e696a500163e006499
2017-07-28 09:07:31%*4%*f43279ba6bd811e696a500163e006499
2017-07-25 15:55:17%*2%*cb2d20f06bbb11e696a500163e006499
2017-07-19 18:28:11%*2%*84b6002a375c11e7bc6400163e006499
2017-07-19 10:30:58%*4%*b147b0b46bda11e696a500163e006499
2017-07-26 15:06:47%*2%*cf822dee6bbb11e696a500163e006499
2017-08-01 09:09:53%*2%*fa76207a6a4211e696fb00163e006499
2017-07-28 14:28:28%*2%*1e81be2c6bae11e696a500163e006499
2017-08-04 09:25:45%*4%*6988f1966bf511e696a500163e006499
2017-08-03 10:37:10%*4%*89d97e04a27611e6af4000163e006499
2017-07-26 17:26:27%*2%*e94f217a6a4211e696fb00163e006499
2017-08-02 14:33:23%*2%*d7ad4cf06bda11e696a500163e006499
2017-07-19 18:31:10%*2%*2acd7ad2050e11e79d9200163e006499
2017-08-07 09:55:09%*2%*f40b38666c3f11e696a500163e006499
2017-07-28 14:26:55%*2%*07591d346bb411e696a500163e006499
2017-07-19 18:35:48%*2%*ed64dda06bea11e696a500163e006499
2017-07-24 09:13:04%*2%*8e9cdaf66a3d11e696fb00163e006499
2017-08-01 09:57:36%*4%*5BC0160757F64D16A6D91AA631CDBD54
2017-07-24 16:35:25%*2%*6895716a6bf511e696a500163e006499
2017-08-03 10:28:29%*2%*8518ff4e6a4e11e696fb00163e006499
2017-08-07 11:30:24%*4%*0793973e6bd211e696a500163e006499
2017-07-26 11:28:23%*2%*3b4949c06c1d11e696a500163e006499
2017-07-27 09:45:58%*4%*d1ba4d026bad11e696a500163e006499
2017-07-28 09:27:32%*4%*236e3c9a6bb211e696a500163e006499
2017-07-19 15:12:22%*2%*5b5ae3f86ae811e6bf9200163e006499
2017-07-26 11:26:26%*2%*d8f7c0786c1a11e696a500163e006499
2017-08-02 09:42:42%*4%*cfa7c56c6bad11e696a500163e006499
2017-08-04 14:32:03%*2%*31df099a6be311e696a500163e006499
2017-08-01 10:56:41%*2%*d0468ee06bad11e696a500163e006499
2017-08-02 14:38:05%*2%*4a5ea7a86bae11e696a500163e006499
2017-08-03 15:21:11%*2%*408d0ab46bb611e696a500163e006499
2017-08-03 14:01:34%*2%*8BD36D74F1DF4647BB7E2FCF98E0B9ED
2017-08-03 10:17:25%*2%*9C728B381AEB478E8A8E9067B6DFBF01
2017-08-04 09:48:26%*4%*4e1a78006a3b11e696fb00163e006499
2017-07-28 09:49:37%*4%*e9de1c186a4211e696fb00163e006499
2017-07-28 10:44:45%*2%*3d1184506bfc11e696a500163e006499
2017-07-25 15:49:06%*2%*9d4fbba66bc611e696a500163e006499
2017-07-25 14:30:58%*2%*b2bdb42a390711e7a4f100163e006499
2017-07-24 17:16:33%*2%*e3e101206ba711e696a500163e006499
2017-07-24 10:56:47%*4%*557994c86a0411e696fb00163e006499
2017-07-27 14:20:19%*2%*ad386fbc6be511e696a500163e006499
2017-07-27 10:03:30%*2%*4d64e2106a3b11e696fb00163e006499
2017-08-01 10:26:59%*4%*54e77c9209b311e7884000163e006499
2017-07-28 11:50:43%*2%*3cff4a926c2e11e696a500163e006499
2017-08-02 11:21:41%*4%*21fbe9206bb211e696a500163e006499
2017-08-02 13:46:04%*4%*9b40153e6c0e11e696a500163e006499
2017-07-26 10:53:33%*2%*374938f66bfc11e696a500163e006499
2017-07-28 14:59:54%*2%*9697e9fa6bc611e696a500163e006499
2017-07-25 09:19:49%*4%*c2d5ee686a0e11e696fb00163e006499
2017-07-26 15:16:32%*2%*dbab41e46bf911e696a500163e006499
2017-07-27 11:31:26%*2%*cfc6f9ec6c0111e696a500163e006499
2017-08-04 15:11:50%*2%*06d04e4e6bfc11e696a500163e006499
2017-08-03 09:18:32%*2%*0859A9E056D0454E92A3650CB678E580
2017-07-31 10:41:42%*2%*cf9637ae6bbf11e696a500163e006499
2017-07-19 16:05:19%*2%*EC0A25839CF943A0B0287C00722CAC9D
2017-08-02 09:43:10%*4%*6dbd77706c3411e696a500163e006499
2017-07-24 09:34:51%*4%*fcb0e77a6bfb11e696a500163e006499
2017-08-07 09:58:25%*4%*3e53ef006c3411e696a500163e006499
2017-08-02 15:22:32%*2%*f5d51f8a6a4211e696fb00163e006499
2017-08-07 11:33:07%*4%*d1bae84e6c0111e696a500163e006499
2017-08-01 09:49:22%*4%*967A4C30E90B45DBA36CEFE95A930323
2017-08-03 14:16:39%*2%*EEA4D18F03684FC98DC7B914BE3986AE
2017-07-19 16:53:09%*2%*41de39b06bb611e696a500163e006499
2017-07-25 13:47:53%*4%*4d6d61ba6a3b11e696fb00163e006499
2017-08-01 17:05:37%*2%*9348FEE468C548F7888A0789C496674D
2017-07-28 10:35:56%*4%*ed7c847c6a4211e696fb00163e006499
2017-07-31 14:09:52%*2%*fe0534f06bfb11e696a500163e006499
2017-07-19 16:14:38%*None%*1f747ee26c3411e696a500163e006499
2017-07-25 15:21:44%*2%*5b1341ce6ae811e6bf9200163e006499
2017-08-01 14:59:58%*2%*f6f972266a4211e696fb00163e006499
2017-07-24 17:44:03%*2%*2cb292166be311e696a500163e006499
2017-07-18 11:23:33%*None%*12170188D17249FFA533DFFBBE7245A8
