:489788
股份有限公司分公司（非上市、外商投资企业投资）:142
独资经营(港资)(非上市):13
合作经营(台资):6
外国(地区)企业在中国境内从事经营活动分公司:2
中外合资公司:164891
有限责任公司(台港澳自然人独资):12787
股份有限公司（外商合资、未上市）分支机构:7
港、澳、台办事处:1
有限责任公司（台港澳合资）:2690
有限责任公司（自然人独资）:531987
私营有限责任公司（外商投资企业与内资合资）:323
一人有限责任公司分公司（自然人独资）:220
股份有限公司(外商合资、未上市):39
外商投资企业办事处:71
国有企业:119167
非公司台、港、澳企业(台港澳合资):39
股份有限公司分公司（非上市、自然人投资或控股）:1522
外国（地区）企业在中国境内从事经营活动:5
有限责任公司（台港澳与外国投资者合资）分支机构:1
股份有限公司分公司（上市、外商投资企业投资）:151
外商投资合伙企业分支机构:47
其它联营企业分支机构:25
有限责任公司分公司（外商投资企业投资）:152
集体所有制（股份合作）:1456
中外合资经营企业:15
农民专业合作社分支机构:32
有限责任公司(自然人独资)(微型企业):1
其他有限责任公司分公司（外商投资企业与内资合资）:28
有限责任公司(台港澳法人独资)分公司:151
其他有限责任公司分公司:71321
股份有限公司（非上市、国有控股）:925
独资经营(港澳台资):25
独资经营(台资):88
股份有限公司(上市、外商投资企业投资):24
事业单位:64
全民(内联-独资):112
非公司台、港、澳企业（台港澳合资）:21
有限责任公司（非自然人投资或控股的法人独资）:48308
有限责任公司分公司（自然人投资或控股的法人独资）:1702
集体:17
股份有限公司分公司（非上市、自然人投资或:1
中外合资股份有限公司分支机构:1
全民（内联-独资）:1
港、澳、台投资独资企业分支机构:794
私营企业:3168634
有限责任公司(台港澳与外国投资者合资):3303
股份有限公司(台港澳与外国投资者合资、未上市):8
有限责任公司（外商投资企业合资）:3389
分公司:48207
 三来一补 :2
直通车合作经营（港资）:41
有限责任公司(外商合资)分公司:3
有限责任公司分公司(法人独资，私营):29
股份有限公司:31814
独资经营(港台资):18
有限责任公司（自然人投资或控股的法人独资）:21624
股份有限公司(台港澳与境内合资、未上市):2920
9999:2
有限责任公司(台港澳与境内合资)分公司:50
联营(非法人):1
合伙企业(有限合伙):1
非公司外商投资企业(中外合作):16
一人有限责任公司(自然人投资或控股的法人独资):7
台、港、澳投资企业分支机构:1930
 外商投资股份有限公司 :4
其他外商投资企业有限责任公司:2
有限责任公司(台港澳与外国投资者合资)分公司:4
农民专业合作社:71256
私营独资企业:586
股份有限公司分公司(非上市、外商投资企业投资、私营):4
其他股份有限公司分公司(上市):6903
已上市的中外合资股份有限公司:258
股份有限公司(上市、国有控股):9784
有限责任公司(中外合资)分公司:79
外商独资企业分支机构:986
外商独资企业分支机构(非上市):3
有限责任公司(外商投资企业法人独资):13932
其他联营:3
股份有限公司（非上市）:13132
分支机构(非法人):2
特殊的普通合伙企业分支机构:4
有限责任公司(外国法人独资) :7
 中外合资经营企业 :16
经营单位（非法人）:2
股份有限公司(非上市、国有控股):9740
非公司台、港、澳企业(台港澳与境内合作):2
0:475
有限责任公司(外商投资企业投资，私营):142
私营有限责任公司（自然人控股或私营性质企:230
集团:11
个体工商户（香港）:7
 股份有限公司 :144
内资企业法人分支机构（非法人）:24
股份有限公司分公司（上市、国有控股）:997
合资经营(港澳台资):15
外国有限责任公司分支机构:11
一人有限责任公司分公司:1222
上市股份有限公司分公司:544
有限责任公司分公司（国有独资）:1564
股份有限公司（台港澳与境内合资、未上市）:1021
其他股份有限公司分公司(非上市):13651
社团法人营业:6
台、港、澳投资企业:2
有限责任公司（法人独资）:77475
股份有限公司（台港澳与境内合资、上市）:1753
股份有限公司(台港澳与境内合资、上市)分公司:5
内资非法人企业、非公司私营企业:3488
其他外国企业:1
私营有限责任公司（外商投资企业与内资合资:8
 国有企业 :23
集体所有制（股份合作）分支机构:6
股份有限公司分公司(非上市、自然人投资或控股):2244
一人有限责任公司分公司（私营法人独资）:347
股份合作制分支机构:2471
外资（独资）企业:9
股份公司投资:7
 私营合伙企业 :273
外商独资经营企业经营单位（台港澳）:12
空:2
有限责任公司分公司(国有独资):6662
已上市的中外合资股份有限公司分支机构:47
国有经营单位(非法人):2417
中外合作经营企业:3
有限责任公司（国有独资）:7636
 个体经营有限责任公司 :110
有限责任公司分公司(非上市):15
直通车合作经营（澳资）:2
集体经济:72
股份有限公司分公司(上市、国有控股):7182
个人经营:6
股份有限公司分公司（上市、自然人投资或控股）:170
股份有限公司（台港澳与境内合资、未上市）分支机构:17
合资经营(台资):19
有限责任公司分公司（非自然人投资或控股的:12262
股份有限公司（台港澳与外国投资者合资、未上市）:3
其他股份有限公司（上市）:10646
全民(内联):25
有限责任公司（外商合资）分支机构:17
其他有限责任公司（外商投资企业与内资合资）:377
私营有限责任公司(自然人控股或私营性质企业控股):196491
股份合作有限公司:8
内资企业法人分支机构(非法人):247
股份有限公司（台港澳与境内合资，上市）:622
股份有限公司（台港澳合资，上市）:30
集体事业单位营业:524
股份有限公司(中外合资、上市):1347
有限责任公司(法人独资)(外商投资企业投资):300
有限责任公司(中外合作):3172
有限责任公司(自然人投资或控股的法人独资）:693
外商投资企业其他分支机构:5
股份制企业:11
有限责任公司（中外合资）分公司:1
全民所有制分支机构(非法人):15546
台港澳分公司:347
股份有限公司(其他):2
股份有限公司分公司(上市、自然人投资或控股):517
1153:13104
有限合伙企业分支机构:153
有限责任公司分公司:83589
私营企业法人:25
国有独资有限责任公司分公司:44
一人有限责任公司(内资法人独资):4
有限责任公司(台港澳与境内合资) :1
合资经营(港资):960
有限责任公司分公司（外商投资企业法人独资）:1511
有限责任公司(外商投资企业投资):3836
台、港、澳分公司:318
有限责任公司分公司(外商投资企业合资):316
股份有限公司(台港澳合资、上市):9
集体所有制（股份合作）－全资设立:5
一人有限责任公司（法人独资）:16
一人有限责任公司分公司（内资法人独资）:433
有限责任公司(其他):13
其他股份有限公司(非上市):25170
合作经营(港资):44
办事处:36
港、澳、台投资合资企业分支机构:2
外国（地区）企业:1
有限责任公司(台港澳合资):6721
股份有限公司分公司(上市、自然人投资或控:624
有限责任公司分公司(法人独资):1123
 有限责任公司(自然人投资或控股) :1534
其他股份有限公司（非上市）:10983
外国(地区)企业在中国境内从事经营活动矿产资源勘探开发:105
一人有限责任公司(自然人独资):1695997
股份有限公司（台港澳与外国投资者合资，未上市）:3
 股份合作企业 :82
其他有限责任公司:757756
未上市的中外合资股份有限公司分支机构:117
集体(内联-独资):4
有限合伙企业:2065
特殊普通合伙:3
联营:1030
农民专业合作经济组织分支机构:4956
全民所有制分支机构（非法人）:1938
有限责任公司（自然人独资）（微型企业）:14
股份合作制:4985
事业单位营业:147
其它类:16
 私营股份有限公司 :184
7201:12
9910:278
内资企业法人联营:15
外商合资企业分支机构:32
有限责任公司（台港澳与境内合资）外资比例低于25%:98
外商保险分公司:120
外国常驻代表机构:1
有限责任公司（自然人投资或控股的法人独资:49
股份制企业（非法人）:32
有限责任公司(台港澳与境内合资):42413
有限责任公司(中外合资):65636
有限责任公司(外国法人独资)分公司:107
有限责任公司（中外合资）分支机构:296
外商投资企业其他:1
非上市股份有限公司分公司(非上市):8
股份有限公司(台港澳合资、未上市):68
有限责任公司(外国法人独资):96183
其它企业:1254947
港、澳、台商投资企业:21461
有限合伙:10
有限责任公司(国有控股):22693
私营合伙企业:82
外国(地区)企业在中国境内从事生产经营活动:15
种植养殖类:18
普通合伙企业分支机构:1222
外国(地区)无限责任公司分支机构:1
有限责任公司(外商投资企业合资):1665
住宿和餐饮业:3
基层群众自治组织:2
股份有限公司（非上市、外商投资企业投资）:252
有限责任公司(自然人投资或控股):6352708
外商投资公司分公司:1410
有限责任公司（中外合作）:450
有限责任公司（外商投资企业投资）:921
有限责任公司(台港澳法人独资)分支机构:3
外商投资企业分公司:6055
个体经营:238
其他类型:28
股份制企业分支机构:2
内资企业法人:1848
国有经营单位（非法人）:228
批发和零售业:8
集体社团法人营业:108
有限责任公司(中外合作)分公司:5
港、澳、台其他:4
股份有限公司（中外合资、上市）:2035
  :9
 港、澳、台商投资股份有限公司 :6
股份有限公司（台港澳合资、上市）分支机构:3
集体与集体联营:1
有限责任公司（台港澳与外国投资者合资）:661
有限责任公司分公司（法人独资）:876
一人有限责任公司分公司(法人独资):21805
其他组织:46
有限责任公司分公司（非自然人投资或控股的法人独资）:4982
有限责任公司(法人独资,私营):1174
其他股份有限公司分公司（非上市）:2785
集体分支机构(非法人):14700
内资营业:2
合作经营企业(港或澳、台资):2
 个体经营内资企业 :18
非上市股份有限公司分公司:287
非公司台、港、澳投资企业分支机构:956
中外合作企业:19
股份有限公司(非上市、自然人投资或控股):29328
 个体经营 :932
有限责任公司分支机构:1
 有限责任公司 :10070
有限责任公司分公司（非上市）:1
 合资经营企业(港或澳、台资) :23
有限责任公司(外国自然人独资):13024
独资经营(澳资):3
有限责任公司（台港澳法人独资）分支机构:993
股份有限公司（中外合资，上市）外资比例低:40
股份有限公司（外商合资、未上市）:6
股份有限公司（中外合资，上市）:232
股份制分支机构:222
外国(地区)企业在中国境内从事经营活动其他:52
股份有限公司（台港澳合资、未上市）分支机构:1
股份有限公司分公司(非上市、外商投资企业投资):336
股份合作企业经营单位(非法人):11
有限责任公司（港澳台非法人经济组织独资）:271
集体经营单位(非法人):2669
私营有限责任公司分公司（外商投资企业与内资合资）:11
股份制企业(非法人):497
有限责任公司(微型企业):2
有限责任公司（港澳台法人独资）:13190
股份有限公司分公司(非上市、自然人投资或:4327
外商投资合伙企业（有限合伙企业）:4
股份有限公司（上市、外商投资企业投资）:1070
合资经营企业(港或澳、台资):9
股份有限公司分公司(非上市):1864
有限责任公司（台港澳与境内合资）分支机构:88
 集体企业 :29
一人有限责任公司(法人独资):122717
个人独资企业(微型企业):669
农民专业合作经济组织:948835
法人分支机构:8
股份有限公司(台港澳与外国投资者合资、上市):18
股份有限公司分公司(上市):2586
合资经营企业（港或澳、台资）:1
股份有限公司(中外合资、上市)分公司:44
独资经营(港资):1584
个体经营有限责任公司:77
股份有限公司（中外合资、未上市）分支机构:93
中外合资企业分支机构:553
集体所有制:12027
 联营企业 :7
股份有限公司分公司（上市、自然人投资或控:1
内资非法人企业、非公司私营企业及内资非公司企业分支机构:701
有限责任公司（外国自然人独资）分支机构:6
股份制:538
股份有限公司（上市、自然人投资或控股）:3304
股份有限公司(台港澳与境内合资、上市):2324
股份有限公司（上市、国有控股）:1313
有限责任公司（中外合作）分支机构:9
 私营有限责任公司 :1030
 有限责任公司(国有独资或控股) :8
股份有限公司(中外合资、未上市)分公司:31
有限责任公司（自然人投资或控股）:1072782
股份有限公司（台港澳与境内合资、上市）分支机构:22
股份有限公司(台港澳与境内合资、未上市)分公司:7
股份有限公司(非上市、外商投资企业投资，私营):49
股份有限公司（台港澳与外国投资者合资、上:103
股份有限公司分公司(非上市、外商投资企业:942
股份合作企业分支机构:11
一人有限责任公司(私营法人独资):2
保险分公司:7
股份有限公司（中外合资、未上市）:1292
股份有限公司分公司:10464
非公司外商投资企业分支机构:822
有限责任公司（台、港、澳资）:28
有限责任公司（外国法人独资）分支机构:342
外国(地区)企业在中国境内从事经营活动:89
股份有限公司（中外合资，未上市）:190
股份有限公司（上市公司）:173
有限责任公司(外商投资企业与内资合资):4759
股份有限公司分公司(非上市、国有控股):59
股份合作公司分公司:5
一人有限责任公司（私营法人独资）:8112
特殊普通合伙企业:105
有限责任公司分公司（自然人投资或控股）:49617
股份有限公司（台港澳合资，未上市）:28
其他:1957
!:65
国有企业经营单位(非法人):19
一人有限责任公司（内资法人独资）:9258
-:89
分公司(外国(地区)企业在中国境内从事经营活动):9
承包工程:4
外资银行:4
私营有限责任公司（自然人控股或私营性质企业控股）:916
个人独资企业:835337
有限责任公司分公司(自然人投资或控股的法人独资):1624
个体工商户:152797
全民所有制:18760
其他股份有限公司:1
有限责任公司(台港澳非法人经济组织独资):107
有限责任公司(外国非法人经济组织独资):6
股份有限公司（上市）:11659
股份有限公司（中外合资，未上市）外资比例:54
有限责任公司(非自然人投资或控股的法人独资）:749
委托经营管理:69
有限责任公司分公司（国有控股）:2196
集体分支机构（非法人）:510
有限责公司分公司(国有独资):32
有限责任公司分公司(外商投资企业投资，私营):5
 农民专业合作经济组织 :1
有限责任公司分公司(自然人独资):1824
来料加工:125
有限责任公司分公司(外商投资企业与内资合资):220
非国有独资有限责任公司分公司:456
有限责任公司（外国非法人经济组织独资）:8
台、港、澳投资公司分公司:1127
外国(地区)企业常驻代表机构:1423
中外合资企业分支机构(非上市):7
 港、澳、台商独资经营企业 :90
股份有限公司（台港澳与境内合资、上市）分公司:1
合伙企业(普通合伙):25
股份有限公司（中外合资，上市）外资比例低于25%:62
有限责任公司分公司(外商投资企业与内资合:322
有限责任公司（微型企业）:9
外国(地区)企业在中国境内从事经营活动保险:26
外商投资企业:52561
有限责任公司分公司（外商投资企业与内资合资）:181
台、港、澳投资企业分公司:2488
上市股份有限公司分公司（非上市）:1
有限责任公司(非自然人投资或控股的法人独资):4188
股份有限公司（台港澳与境内合资，未上市）:134
一人有限责任公司（外商投资企业法人独资）:148
其他股份有限公司(上市):13192
股份有限公司（非上市、自然人投资或控股）:12998
承包经营管理:6
其他有限责任公司(外商投资企业与内资合资):1
个体经营内资企业:6
股份合作企业:60
一人有限责任公司分公司(自然人独资):33726
股份有限公司(中外合资、未上市):5510
股份有限公司分公司(上市、外商投资企业投:1030
全民:228
私营股份有限公司:115
股份有限公司(非上市):10686
独资经营（港资）:4
外商投资合伙企业:2
有限责任公司分公司(非自然人投资或控股的法人独资):213
有限责任公司分公司(外商投资企业投资):455
个体户:157845
中外合资经营企业分支机构:5
集体企业:24976
非公司私营企业:2828
股份合作公司:157
事业法人单位营业:2
外国(地区)有限责任公司分支机构分公司:1
一人有限责任公司:6096
国有企业分支机构（非法人）:53
有限责任公司（中外合资）外资比例低于25%:260
非公司外商投资企业(中外合作)-法人:2
个人独资企业分支机构:9462
 合作经营企业(港或澳、台资) :3
港、澳、台投资独资企业分支机构(非上市):8
外商独资企业:1320
有限责任公司（台港澳与境内合作）:608
未上市的中外合资股份有限公司:94
 法人分支机构 :14
有限责任公司(自然人投资或控股的法人独资):18353
内资公司:66
有限责任公司(法人独资):65767
外商独资经营企业分支机构:116
外国(地区)其他形式公司分支机构:1
7211:2
 中外合作经营企业 :2
有限责任公司（外国自然人独资）:4001
股份有限公司(上市公司):179
股份有限公司分公司(上市、外商投资企业投资):445
股份有限公司（台港澳合资、未上市）:46
内资企业集团:396
私营有限责任公司:321
集体企业经营单位(非法人):5
股份有限公司分公司（国有控股）:1
有限责任公司（中外合资）:14081
普通合伙企业:10187
股份有限公司分公司（上市）:1839
普通合伙所:137
有限责任公司（外商合资）:4294
国有与国有企业联营:2
中外合资企业（外资比例低于25%）:27
有限责任公司(台港澳与境内合作):4057
有限责任公司(台港澳自然人独资)分公司:1
有限责任公司(外商合资):12694
股份有限公司（台港澳合资、上市）:9
有限责任公司分公司（自然人独资）:4159
会员制:6
股份有限公司分公司(国有控股):5478
外商投资普通合伙企业:2
其他有限责任公司分支机构:1
内资分公司:3646
有限责任公司（台港澳与境内合作）分支机构:16
有限责任公司(私营):4
个体（内地）:1520
普通合伙:26
制造业:3
有限责任公司（外国法人独资）:17601
村经济合作社:46
合伙企业:418
临时个体工商户:39
有限责任公司分公司(自然人投资或控股):338669
经营单位(非法人):120
有限责任公司(台港澳合资)分公司:1
外国(地区)有限责任公司分支机构:155
有限责任公司（国有控股）:4143
外商独资公司:8788
股份有限公司(上市、自然人投资或控股):2584
有限责任公司（外商投资企业与内资合资）:937
股份有限公司（中外合资、上市）分支机构:25
 外资企业 :55
中外合资企业办事机构:7
有限责任公司:1241990
股份有限公司(上市):15241
外国(地区)企业分公司:80
有限责任公司（台港澳法人独资）:15249
有限责任公司（外商投资企业法人独资）:3082
合伙企业分支机构:122
外国（地区）企业常驻代表机构:5
港、澳、台商独资经营企业:9
有限责任公司(国有独资):21926
有限责任公司（台港澳非法人经济组织独资）:86
一人有限责任公司(非自然人投资或控股的法人独资):2
有限责任公司分公司(外商投资企业法人独资):4270
外商投资合伙企业（普通合伙企业）:51
外商独资经营企业分支机构（台港澳）:94
外国(地区)股份有限责任公司分支机构:27
中外合作企业分支机构:30
有限责任公司(自然人独资):243432
一人有限责任公司分公司(内资法人独资):2
有限责任公司（台港澳自然人独资）分支机构:7
 私营独资企业 :1065
非国有独资有限责任公司分公司(私营):267
有限责任公司（台港澳与境内合资）:11798
非国有独资有限责任公司分公司(私营)(非上市):2
上市股份有限公司分公司(非上市):1
股份有限公司分公司(非上市、外商投资企业投资）:41
有限责任公司（外商投资）:34
一人有限责任公司（自然人独资）:30766
个人所:36
国有经济:215
公司:112
国有分支机构(非法人):14
有限责任公司(台港澳法人独资) :3
有限责任公司（台港澳自然人独资）:4441
特殊普通合伙企业分支机构:176
中外合资股份有限公司分支机构（台港澳）:2
有限责任公司(台港澳法人独资):84914
有限责任公司分公司(私营):3
港、澳、台投资合伙企业分支机构:8
2153:1352
外商投资企业分支机构:2002
国有与集体企业联营:1
有限责任公司(外国自然人独资)分公司:2
中外合资企业:856
股份有限公司分公司（非上市）:1753
个体:31319
有限责任公司(台港澳合资) :1
国有社团法人营业:13
港、澳、台商投资股份有限公司:1
受托经营管理:2
股份有限公司（中外合资，未上市）外资比例低于25%:45
国有事业单位营业:1060
有限责任公司（非自然人投资或控股的法人独:56841
三来一补:8
非公司（台、港、澳资）:14
非公司外商投资企业(外商合资):4
股份有限公司分公司（非上市、国有控股）:522
集体经营单位（非法人）:30
有限责任公司分公司(国有控股):10410
非上市股份有限公司:5493
全民与全民联营:2
外国(地区)企业在中国境内从事经营活动银行:11
其他股份有限公司分公司（上市）:996
股份有限公司(非上市、外商投资企业投资):1370
矿产资源勘探开发:9
上市股份有限公司:7071
None:51109
