:7883315
168:6
4166:28
782:4
294:41
224:8
210:111
1203:10
467:2
1344:27
134:80
502:42
6:445
395:30
329:38
91:82
211:46
3526:81
124:75
473:18
18:206
76:102
150-500人:158
2039:65
60:313
8837:263
1416:4
132:64
1375:187
1362:24
167:47
2087:138
302:92
214:6
114:116
287:13
637:53
2151:81
602:40
271:51
68:49
158:31
420:25
592:1
179:18
499:42089
409:64
3837:38
940:21
7160:2
6323:3
295:30
171:23
151:59
3043:1
792:187
415:11
323:18
262:85
39:102
868:96
356:144
207:37
5:37063
3:562
830:13
53:100
912:7
2743:6
234:45
322:22
27:49
42:189
1000-5000人:401
430:89
84:77
87:82
62:109
2023:35
343:6
1087:1
2163:1
1145:85
231:1
516:21
1165:108
17:166
2303:157
202:102
203:11
136:22
304:63
24:195
472:51
1376:1
583:79
29:81
247:46
89:63
1057:3
458:11
1737:2
537:73
266:38
349:5
828:63
313:28
83:110
176:94
51-100人:459856
860:27
735:9
624:22
1002:15
69:55
482:69
32:195
305:186
5000-10000人:1438
424:9
1299:2
285:6
545:35
66:313
187:35
1284:6
567:18
899:5
576:2
120:333
129:121
204:51
794:89
258:22
671:56
110:92
4965:31
461:63
5-10人:1
101-200人:188129
188:7
107:110
364:177
4999:13801
501-1000人:45571
332:45
613:1
154:53
0:3398313
1817:25
376:8
1220:156
101:104
281:9
11-50人:32
643:99
330:6
1109:43
248:7
630:62
864:408
815:46
92:69
153:62
140:22
333:8
397:7
238:15
144:85
487:75
38:110
206:113
208:1
653:109
438:1
378:122
850:64
992:3
177:13
193:30
79:144
354:13
28:134
1781:9
265:58
770:90
165:67
336:84
55:195
686:10
500:26931
490:1
1514:18
218:25
301:73
437:26
4:380
3700:21
3427:108
25:464
524:84
530:2
535:6
106:99
625:40
3009:1
326:22
131:140
259:3
2128:119
122:69
550:15
509:9
31:136
41:146
20人:141
459:295
1204:85
469:161
2183:37
927:49
404:2
128:84
116:38
1290:2
220:26
250:1
766:4
351:1
474:5
35:260
10000:28948
21:192
141:21
3004:13
575:10
286:3
1097:19
180:1
2505:279
768:69
74:105
346:17
807:32
277:155
155:100
591:2
414:100
303:63
245:90
105:86
94:90
853:7
413:36
396:38
1928:8
361:97
628:8
45:148
423:63
771:68
280:7
312:13
65:195
85:244
173:18
367:170
4829:1
578:22
2872:17
434:6
57:125
640:115
200以上:121
969:39
75:59
268:47
500以上:8
652:24
227:6
115:34
235:9
1691:10
426:6
148:13
707:31
225:15
109:3
242:135
260:57
185:5
1615:133
822:65
3961:62
1494:6
270:17
5561:28
1075:5
348:7
720:1
406:74
887:6
232:11
357:5
373:11
878:1
98:128
385:79
347:15
80:397717
93:74
133:90
1522:102
2156:86
556:22
164:2
46:104
517:47
702:3
283:23
192:8
498:40
1000人以上:49050
2980:1
33:183
468:3
274:75
504:31
20-99人:2297
1061:152
15780:15
604:1
955:5
209:54
998:43
500-1000人:4704
161:23
791:7
5-50人:1045727
321:3
267:26
None:5810376
631:54
72:117
77:102
617:9
306:24
3831:381
308:5
189:63
906:70
823:42
233:30
279:44
146:5
198:71
178:24
848:24
390:12
200:53212
478:72
135:32
5776:24
90:121
143:84
3037:163
少于50人:44
172:36
100000:4573
666:25
7:378
212:8
560:30
2188:71
123:92
456:75
82:85
760:110
387:26
1:811
403:103
191:22
291:13
609:2
196:86
40人:1
43:127
715:18
36:252
78:103
411:12
111:64
539:30
386:4
88:63
201-500人:191618
369:4
61:79
4673:8
721:51
11:289
1584:63
470:46
846:6
703:1
139:149
973:8
256:24
275:34
10000人:4484
236:68
147:14
3482:237
264:77
1150:65
7529:846
64:79
435:6
1173:98
103:8
183:106
26442:73
718:134
2386:13
621:308
10000人以上:11895
836:13
500人以上:1574
181:34
253:7
15:273
1453:1
1238:27
145:22
801:8
317:27
252:19
119:54
229:78
520:31
108:86
217:13
104:150
829:113
480:49
463:1
635:163
8:460
1519:40
564:4
222:17
521:13
86:100
821:17
844:9
416:56
2661:75
230:12
2852:69
50人:1
219:46
301-500人:13
24640:693
19:332
112:47
383:26
67:149
1561:228
156:52
529:2
314:39
81:53
195:19
5948:149
100:193
738:70
5855:669
460:44
138:51
201-300人:17
160:40
34:154
593:43
298:119
618:7
1099:41
484:4
58:135
223:187
199:36
251:2
243:23
30:267
71:114
296:14
37:117
215:34
644:20
288:30
26:158
820:36
513:51
12:338
96:96
175:18
169:66
59:112
368:100
54:95
1259:270
157:3
237:9
47:115
649:235
228:13
297:127
162:40
372:36
388:45
544:37
9999:7352
125:44
1728:30
56:168
70:148
814:41
1750:4
370:3
174:35
1156:6
897:41
977:2
1534:24
213:7
750:86717
3000:53097
1310:101
447:66
137:24
97:83
48:112
518:42
1120:19
--:3065
2219:8
341:36
573:35
1080:44
512:2
723:1
1879:4
337:19
421:3
163:88
142:74
9:317
799:16
589:20
23:213
159:12
623:16
152:41
999:18883
320:5
16:195
2510:68
254:4
834:11
514:5
501:48
417:42
402:77
150:208197
99:68
14:214
1441:44
102:81
432:68
1101:3
1497:32
50:77614
186:25
319:37
240:93
1232:225
3144:26
488:144
400:1
300:234564
20:631797
3497:27
30000:81
22:198
2238:80
5人以下:556491
263:14
3029:13
126:129
127:31
695:10
2000:29
273:49
1141:21
130:36
1619:60
570:2
2480:18
1205:61
1848:640
63:122
269:32
246:50
384:16
95:105
328:2
776:3
40:127
795:12
389:93
1894:344
374:73
505:43
1563:3
73:141
118:57
201:45
1778:175
166:49
52:124
719:18
2839:33
764:78
452:9
812:15
190:10
100-499人:2869
1000-9999人:4096
335:19
149:9404
2:737
10:49730
311:7
394:10
117:30
51:104
937:17
1398:4
20人以下:392
170:1
597:28
205:18
13:217
365:26
3198:65
197:46
113:33
548:21
244:50
445:32
827:11
429:14
1569:2
200人以上:2590
216:23
331:23
448:53
49:167
519:1
284:41
3002:30
325:61
257:49
745:3
500-999人:1495
44:148
249:49
182:3
410:18
1000:167395
1247:224
316:50
121:19
1155:1
528:23
50-150人:152
