19900,4c4a49b99a843e9cb307b90e5781a8f4,\N
27264,4c4a49b99a843e9cb307b90e5781a8f4,\N
35888,4c4a49b99a843e9cb307b90e5781a8f4,\N
43631,4c4a49b99a843e9cb307b90e5781a8f4,677.297
55586,4c4a49b99a843e9cb307b90e5781a8f4,\N
64317,4c4a49b99a843e9cb307b90e5781a8f4,\N
140768,4c4a49b99a843e9cb307b90e5781a8f4,\N
242886,4c4a49b99a843e9cb307b90e5781a8f4,\N
271257,4c4a49b99a843e9cb307b90e5781a8f4,\N
281252,4c4a49b99a843e9cb307b90e5781a8f4,\N
303616,4c4a49b99a843e9cb307b90e5781a8f4,699.667
308211,4c4a49b99a843e9cb307b90e5781a8f4,\N
317618,4c4a49b99a843e9cb307b90e5781a8f4,\N
324722,4c4a49b99a843e9cb307b90e5781a8f4,\N
325349,4c4a49b99a843e9cb307b90e5781a8f4,\N
346663,4c4a49b99a843e9cb307b90e5781a8f4,\N
372007,4c4a49b99a843e9cb307b90e5781a8f4,\N
393940,4c4a49b99a843e9cb307b90e5781a8f4,\N
684555,4c4a49b99a843e9cb307b90e5781a8f4,\N
828455,4c4a49b99a843e9cb307b90e5781a8f4,\N
945324,4c4a49b99a843e9cb307b90e5781a8f4,\N
1025427,4c4a49b99a843e9cb307b90e5781a8f4,\N
1107741,4c4a49b99a843e9cb307b90e5781a8f4,\N
1669192,4c4a49b99a843e9cb307b90e5781a8f4,\N
1867551,4c4a49b99a843e9cb307b90e5781a8f4,\N
2024954,4c4a49b99a843e9cb307b90e5781a8f4,\N
2068892,4c4a49b99a843e9cb307b90e5781a8f4,\N
2095041,4c4a49b99a843e9cb307b90e5781a8f4,\N
2296446,4c4a49b99a843e9cb307b90e5781a8f4,\N
2326381,4c4a49b99a843e9cb307b90e5781a8f4,\N
2382286,4c4a49b99a843e9cb307b90e5781a8f4,\N
2392452,4c4a49b99a843e9cb307b90e5781a8f4,\N
2428455,4c4a49b99a843e9cb307b90e5781a8f4,\N
2468027,4c4a49b99a843e9cb307b90e5781a8f4,\N
2468043,4c4a49b99a843e9cb307b90e5781a8f4,\N
2468047,4c4a49b99a843e9cb307b90e5781a8f4,\N
2468056,4c4a49b99a843e9cb307b90e5781a8f4,\N
2468067,4c4a49b99a843e9cb307b90e5781a8f4,\N
2468072,4c4a49b99a843e9cb307b90e5781a8f4,\N
2468075,4c4a49b99a843e9cb307b90e5781a8f4,\N
2468080,4c4a49b99a843e9cb307b90e5781a8f4,\N
2468092,4c4a49b99a843e9cb307b90e5781a8f4,\N
2468109,4c4a49b99a843e9cb307b90e5781a8f4,\N
2468130,4c4a49b99a843e9cb307b90e5781a8f4,\N
2480851,4c4a49b99a843e9cb307b90e5781a8f4,\N
2484126,4c4a49b99a843e9cb307b90e5781a8f4,850.619
2491147,4c4a49b99a843e9cb307b90e5781a8f4,\N
2491821,4c4a49b99a843e9cb307b90e5781a8f4,\N
2496378,4c4a49b99a843e9cb307b90e5781a8f4,\N
2505758,4c4a49b99a843e9cb307b90e5781a8f4,\N
2510021,4c4a49b99a843e9cb307b90e5781a8f4,\N
2519551,4c4a49b99a843e9cb307b90e5781a8f4,\N
2530813,4c4a49b99a843e9cb307b90e5781a8f4,\N
2537504,4c4a49b99a843e9cb307b90e5781a8f4,\N
2571321,4c4a49b99a843e9cb307b90e5781a8f4,\N
2571324,4c4a49b99a843e9cb307b90e5781a8f4,\N
2622134,4c4a49b99a843e9cb307b90e5781a8f4,\N
2638946,4c4a49b99a843e9cb307b90e5781a8f4,\N
2680427,4c4a49b99a843e9cb307b90e5781a8f4,\N
2687965,4c4a49b99a843e9cb307b90e5781a8f4,\N
2687976,4c4a49b99a843e9cb307b90e5781a8f4,\N
2687977,4c4a49b99a843e9cb307b90e5781a8f4,\N
2687992,4c4a49b99a843e9cb307b90e5781a8f4,\N
2687993,4c4a49b99a843e9cb307b90e5781a8f4,\N
2688006,4c4a49b99a843e9cb307b90e5781a8f4,\N
2692055,4c4a49b99a843e9cb307b90e5781a8f4,942.027
2702717,4c4a49b99a843e9cb307b90e5781a8f4,\N
2702721,4c4a49b99a843e9cb307b90e5781a8f4,\N
2702722,4c4a49b99a843e9cb307b90e5781a8f4,\N
2702725,4c4a49b99a843e9cb307b90e5781a8f4,\N
2717644,4c4a49b99a843e9cb307b90e5781a8f4,\N
2717645,4c4a49b99a843e9cb307b90e5781a8f4,\N
2717656,4c4a49b99a843e9cb307b90e5781a8f4,\N
2768869,4c4a49b99a843e9cb307b90e5781a8f4,\N
2768871,4c4a49b99a843e9cb307b90e5781a8f4,\N
2768872,4c4a49b99a843e9cb307b90e5781a8f4,\N
2784023,4c4a49b99a843e9cb307b90e5781a8f4,\N
2902967,4c4a49b99a843e9cb307b90e5781a8f4,\N
3014301,4c4a49b99a843e9cb307b90e5781a8f4,\N
3063493,4c4a49b99a843e9cb307b90e5781a8f4,\N
3150030,4c4a49b99a843e9cb307b90e5781a8f4,\N
3207924,4c4a49b99a843e9cb307b90e5781a8f4,\N
3207945,4c4a49b99a843e9cb307b90e5781a8f4,\N
3207955,4c4a49b99a843e9cb307b90e5781a8f4,\N
3207958,4c4a49b99a843e9cb307b90e5781a8f4,\N
3207960,4c4a49b99a843e9cb307b90e5781a8f4,\N
3207962,4c4a49b99a843e9cb307b90e5781a8f4,\N
3207963,4c4a49b99a843e9cb307b90e5781a8f4,\N
3207970,4c4a49b99a843e9cb307b90e5781a8f4,\N
3207974,4c4a49b99a843e9cb307b90e5781a8f4,\N
3207979,4c4a49b99a843e9cb307b90e5781a8f4,\N
3207980,4c4a49b99a843e9cb307b90e5781a8f4,\N
3207981,4c4a49b99a843e9cb307b90e5781a8f4,\N
3208006,4c4a49b99a843e9cb307b90e5781a8f4,\N
3208009,4c4a49b99a843e9cb307b90e5781a8f4,\N
3208022,4c4a49b99a843e9cb307b90e5781a8f4,\N
3208026,4c4a49b99a843e9cb307b90e5781a8f4,\N
3208027,4c4a49b99a843e9cb307b90e5781a8f4,\N
3208034,4c4a49b99a843e9cb307b90e5781a8f4,\N
3208035,4c4a49b99a843e9cb307b90e5781a8f4,\N
3208036,4c4a49b99a843e9cb307b90e5781a8f4,\N
3208059,4c4a49b99a843e9cb307b90e5781a8f4,\N
